indici: 5  0
indici: 0  0
indici: 3  4
indici: 0  11
indici: 0  966
indici: 0  689
indici: 15  16
indici: 0  91
indici: 190  15
indici: 33  160
indici: 5  163
indici: 42  0
indici: 149  35
indici: 0  22
indici: 0  0
indici: 217  75
indici: 225  961
indici: 0  338
indici: 234  0
indici: 106  652
indici: 435  178
indici: 27  10
indici: 264  1
indici: 782  6
indici: 2  0
indici: 206  198
indici: 3  587
indici: 0  768
indici: 895  5
indici: 274  302
indici: 105  707
indici: 0  1
indici: 394  0
indici: 214  14
indici: 229  713
indici: 823  821
indici: 10  10
indici: 0  24
indici: 0  3
indici: 221  52
indici: 9  35
indici: 510  429
indici: 10  39
indici: 161  924
indici: 0  0
indici: 0  3
indici: 0  8
indici: 21  829
indici: 0  2
indici: 375  717
indici: 122  0
indici: 0  0
indici: 0  298
indici: 0  1
indici: 565  436
indici: 4  0
indici: 0  832
indici: 412  528
indici: 230  0
indici: 357  918
indici: 917  658
indici: 20  2
indici: 355  0
indici: 0  0
indici: 212  494
indici: 0  23
indici: 74  0
indici: 16  225
indici: 0  18
indici: 0  208
indici: 11  0
indici: 429  130
indici: 89  20
indici: 740  0
indici: 0  0
indici: 315  0
indici: 2  671
indici: 979  4
indici: 605  582
indici: 0  39
indici: 449  0
indici: 2  47
indici: 12  67
indici: 0  173
indici: 980  9
indici: 28  267
indici: 994  28
indici: 277  32
indici: 0  0
indici: 839  138
indici: 64  50
indici: 0  400
indici: 0  6
indici: 0  239
indici: 0  498
indici: 178  0
indici: 218  1
indici: 4  305
indici: 0  0
indici: 29  26
indici: 2  284
indici: 2  4
indici: 1  953
indici: 0  8
indici: 0  210
indici: 140  149
indici: 0  1
indici: 831  664
indici: 13  67
indici: 298  0
indici: 0  599
indici: 0  2
indici: 0  44
indici: 0  0
indici: 630  351
indici: 0  0
indici: 101  4
indici: 19  563
indici: 0  100
indici: 781  0
indici: 8  4
indici: 951  489
indici: 499  0
indici: 6  2
indici: 0  22
indici: 6  357
indici: 0  0
indici: 25  0
indici: 108  408
indici: 504  7
indici: 0  125
indici: 54  0
indici: 0  0
indici: 122  0
indici: 0  216
indici: 11  62
indici: 5  0
indici: 240  834
indici: 8  613
indici: 0  0
indici: 0  519
indici: 0  0
indici: 841  1
indici: 0  2
indici: 664  0
indici: 0  0
indici: 1  210
indici: 101  0
indici: 92  0
indici: 36  632
indici: 44  3
indici: 13  181
indici: 0  106
indici: 0  16
indici: 0  999
indici: 0  320
indici: 589  0
indici: 75  235
indici: 0  212
indici: 46  0
indici: 44  2
indici: 0  0
indici: 3  0
indici: 5  317
indici: 0  0
indici: 0  0
indici: 22  58
indici: 0  22
indici: 913  3
indici: 9  406
indici: 617  0
indici: 0  13
indici: 412  201
indici: 122  0
indici: 148  706
indici: 6  655
indici: 0  0
indici: 9  0
indici: 26  163
indici: 9  175
indici: 9  5
indici: 443  123
indici: 5  12
indici: 0  0
