indici: 817  15
indici: 424  54
indici: 950  8
indici: 523  72
indici: 761  241
indici: 0  92
indici: 575  461
indici: 32  1
indici: 795  57
indici: 2  70
indici: 27  192
indici: 78  32
indici: 7  185
indici: 47  0
indici: 589  93
indici: 24  473
indici: 967  614
indici: 49  451
indici: 27  343
indici: 18  639
indici: 334  131
indici: 3  187
indici: 73  855
indici: 48  170
indici: 51  4
indici: 18  298
indici: 431  77
indici: 22  2
indici: 40  8
indici: 71  209
indici: 114  241
indici: 183  15
indici: 100  26
indici: 6  956
indici: 9  0
indici: 893  0
indici: 10  2
indici: 206  12
indici: 301  627
indici: 47  257
indici: 191  583
indici: 82  615
indici: 549  279
indici: 811  720
indici: 774  0
indici: 4  4
indici: 0  349
indici: 433  479
indici: 46  105
indici: 79  192
indici: 6  280
indici: 887  19
indici: 880  1
indici: 846  248
indici: 21  4
indici: 453  218
indici: 662  470
indici: 89  62
indici: 0  21
indici: 15  28
indici: 876  271
indici: 1  519
indici: 712  3
indici: 247  393
indici: 30  4
indici: 28  529
indici: 629  5
indici: 94  480
indici: 474  7
indici: 19  0
indici: 139  102
indici: 814  2
indici: 107  260
indici: 182  816
indici: 0  0
indici: 878  0
indici: 98  370
indici: 391  113
indici: 133  178
indici: 403  555
indici: 5  999
indici: 712  0
indici: 88  848
indici: 766  17
indici: 921  0
indici: 387  0
indici: 256  30
indici: 49  0
indici: 906  894
indici: 393  669
indici: 1  796
indici: 240  49
indici: 487  544
indici: 52  351
indici: 795  162
indici: 682  397
indici: 826  141
indici: 7  970
indici: 991  527
indici: 893  478
indici: 563  155
indici: 137  132
indici: 780  0
indici: 284  342
indici: 0  35
indici: 17  480
indici: 523  218
indici: 60  275
indici: 742  199
indici: 12  5
indici: 486  426
indici: 56  1
indici: 1  83
indici: 925  680
indici: 13  22
indici: 930  8
indici: 0  0
indici: 0  41
indici: 3  315
indici: 86  261
indici: 225  0
indici: 300  487
indici: 146  96
indici: 789  734
indici: 344  171
indici: 136  0
indici: 371  879
indici: 294  8
indici: 749  882
indici: 143  0
indici: 126  12
indici: 472  82
indici: 102  92
indici: 382  1
indici: 464  346
indici: 95  71
indici: 804  69
indici: 0  21
indici: 19  18
indici: 350  51
indici: 614  439
indici: 1  285
indici: 3  533
indici: 165  11
indici: 0  916
indici: 206  888
indici: 0  291
indici: 4  92
indici: 6  121
indici: 633  195
indici: 23  579
indici: 161  108
indici: 41  146
indici: 0  879
indici: 0  0
indici: 403  0
indici: 10  718
indici: 21  147
indici: 0  237
indici: 192  84
indici: 107  0
indici: 802  62
indici: 240  694
indici: 47  9
indici: 0  7
indici: 20  38
indici: 152  183
indici: 9  2
indici: 10  588
indici: 515  295
indici: 5  50
indici: 273  124
indici: 410  21
indici: 690  3
indici: 172  957
indici: 154  170
indici: 474  583
indici: 5  931
indici: 66  208
indici: 0  945
indici: 158  148
indici: 43  373
indici: 380  48
indici: 557  739
indici: 74  348
indici: 20  4
indici: 44  612
indici: 383  727
indici: 103  566
indici: 652  116
indici: 169  107
indici: 96  182
indici: 8  0
indici: 227  763
indici: 472  3
indici: 0  513
indici: 38  16
indici: 55  214
indici: 149  111
indici: 610  85
indici: 18  11
indici: 397  367
indici: 13  15
indici: 116  0
indici: 248  427
indici: 0  24
indici: 434  1
indici: 56  639
indici: 266  985
indici: 609  20
indici: 104  137
indici: 9  0
indici: 731  165
indici: 19  539
indici: 152  25
indici: 80  15
indici: 21  890
indici: 82  81
indici: 215  317
indici: 21  76
indici: 402  216
indici: 575  15
indici: 311  1
indici: 91  21
indici: 724  99
indici: 54  20
indici: 421  88
indici: 170  312
indici: 131  227
indici: 363  238
indici: 720  317
indici: 831  0
indici: 175  541
indici: 460  1
indici: 734  248
indici: 573  11
indici: 221  343
indici: 0  810
indici: 3  1
indici: 427  315
indici: 617  423
indici: 13  13
indici: 63  167
indici: 16  734
indici: 3  248
indici: 275  60
indici: 0  342
indici: 3  290
indici: 688  279
indici: 796  0
indici: 176  260
indici: 0  168
indici: 2  35
indici: 26  416
indici: 497  10
indici: 17  114
indici: 0  272
indici: 717  873
indici: 50  258
indici: 635  281
indici: 832  42
indici: 0  493
indici: 362  55
indici: 3  611
indici: 684  32
indici: 695  487
indici: 100  246
indici: 9  0
indici: 0  87
indici: 130  29
indici: 110  629
indici: 15  990
indici: 13  724
indici: 63  149
indici: 337  527
indici: 54  27
indici: 933  0
indici: 0  655
indici: 972  45
indici: 688  241
indici: 147  39
indici: 5  87
indici: 11  127
indici: 24  856
indici: 16  1
indici: 3  74
indici: 174  242
indici: 523  350
indici: 41  521
indici: 562  130
indici: 1  236
indici: 0  66
indici: 254  268
indici: 148  826
indici: 730  123
indici: 181  6
indici: 0  254
indici: 3  468
indici: 208  0
indici: 36  101
indici: 0  9
indici: 304  3
indici: 244  251
indici: 53  452
indici: 668  276
indici: 111  50
indici: 56  739
indici: 569  115
indici: 467  96
indici: 36  903
indici: 908  106
indici: 49  796
indici: 200  579
indici: 628  12
indici: 737  58
indici: 127  60
indici: 79  563
indici: 91  244
indici: 22  147
indici: 4  436
indici: 0  323
indici: 2  4
indici: 1  582
indici: 743  883
indici: 178  185
indici: 287  39
indici: 287  245
indici: 121  96
indici: 618  130
indici: 297  234
indici: 71  1
indici: 4  386
indici: 470  5
indici: 962  215
indici: 5  37
indici: 76  1
indici: 690  63
indici: 6  247
indici: 3  213
indici: 0  0
indici: 731  30
indici: 905  149
indici: 628  16
indici: 125  216
indici: 53  914
indici: 924  13
indici: 817  428
indici: 455  13
indici: 344  200
indici: 0  498
indici: 0  269
indici: 42  17
indici: 19  291
indici: 658  36
indici: 98  13
indici: 890  260
indici: 269  1
indici: 0  65
indici: 3  19
indici: 458  409
indici: 269  0
indici: 246  724
indici: 314  93
indici: 0  88
indici: 0  401
indici: 11  472
indici: 199  42
indici: 0  712
indici: 1  454
indici: 22  222
indici: 5  89
indici: 163  502
indici: 438  13
indici: 17  326
indici: 390  72
indici: 0  560
indici: 11  376
indici: 145  3
indici: 962  386
indici: 26  16
indici: 693  151
indici: 14  188
indici: 525  0
indici: 912  0
indici: 908  0
indici: 383  166
indici: 183  502
indici: 0  9
indici: 42  3
indici: 168  0
indici: 14  923
indici: 569  780
indici: 246  820
indici: 0  0
indici: 21  0
indici: 196  143
indici: 412  12
indici: 83  8
indici: 166  34
indici: 105  0
indici: 9  0
indici: 1  617
indici: 184  18
indici: 45  18
indici: 27  811
indici: 0  459
indici: 235  0
indici: 5  140
indici: 635  45
indici: 25  317
indici: 6  140
indici: 62  982
indici: 357  972
indici: 90  396
indici: 416  653
indici: 692  915
indici: 44  494
indici: 53  69
indici: 2  338
indici: 26  3
indici: 2  40
indici: 0  43
indici: 67  0
indici: 126  252
indici: 138  787
indici: 3  0
indici: 504  178
indici: 286  18
indici: 0  194
indici: 167  444
indici: 539  141
indici: 26  3
indici: 25  577
indici: 0  379
indici: 614  678
indici: 27  373
indici: 35  13
indici: 1  0
indici: 21  1
indici: 3  841
indici: 27  431
indici: 24  376
indici: 54  701
indici: 888  379
indici: 66  353
indici: 61  27
indici: 94  419
indici: 97  76
indici: 317  6
indici: 880  193
indici: 656  113
indici: 57  376
indici: 645  42
indici: 0  142
indici: 52  2
indici: 494  5
indici: 2  1
indici: 41  548
indici: 128  500
indici: 0  192
indici: 192  6
indici: 4  596
indici: 853  738
indici: 0  471
indici: 0  50
indici: 625  78
indici: 12  617
indici: 25  258
indici: 301  386
indici: 107  15
indici: 788  292
indici: 705  38
indici: 857  662
indici: 600  252
indici: 326  188
indici: 364  862
indici: 16  484
indici: 583  174
indici: 44  2
indici: 392  466
indici: 975  2
indici: 850  7
indici: 4  255
indici: 71  316
indici: 2  53
indici: 67  0
indici: 31  82
indici: 19  0
indici: 0  740
indici: 489  10
indici: 262  70
indici: 13  171
indici: 214  230
indici: 438  327
indici: 71  33
indici: 824  53
indici: 32  1
indici: 0  14
indici: 1  516
indici: 0  19
